image_path,taxonID
2862684394-136762.JPG,17215
2238502117-320693.JPG,10057
2818074328-59948.JPG,20027
2238560017-331396.JPG,11069
2237970493-5168.JPG,17278
2898621335-216661.JPG,10252
2383043036-265877.JPG,63478
2874312335-214797.JPG,20010
2238161306-230699.JPG,19955
2238482590-168374.JPG,17289
2237917357-300664.JPG,17272
2238582127-335885.JPG,17258
2238498333-22587.JPG,20055
2238579022-335141.JPG,10252
2238147748-7669.JPG,11093
2862687322-360801.JPG,10230
2449441840-198331.JPG,17221
2238513828-25152.JPG,17233
2383042367-340910.JPG,20020
2238577229-111433.JPG,17266
2237929551-225875.JPG,10107
2874316509-140767.JPG,11069
2238492210-169825.JPG,17233
2901939446-292654.JPG,19970
2901933408-69217.JPG,17282
2413147811-266034.JPG,17266
2238068523-5699.JPG,63483
2804905317-356895.JPG,19910
2984617309-146252.JPG,10079
2238572446-258209.JPG,17242
2868472457-362769.JPG,20085
2238556101-255038.JPG,47597
2238559430-181939.JPG,20020
2989725386-297130.JPG,17221
2425494023-46387.JPG,17221
2238351139-87013.JPG,20090
2238152310-156168.JPG,20090
2238557081-255249.JPG,20020
2862699463-63354.JPG,17272
2238497097-319886.JPG,11101
2868469489-138554.JPG,17283
2238377588-13923.JPG,11061
2238554079-106647.JPG,17178
2238473871-241278.JPG,10234
2238532723-28511.JPG,17277
2446759892-347158.JPG,11797
2238566040-183160.JPG,17242
2238370605-162008.JPG,10061
2273838195-189285.JPG,10230
2238550608-31702.JPG,10065
2238210014-84552.JPG,17178
2238550762-329389.JPG,10059
2430667896-271174.JPG,63482
2237903084-77115.JPG,20055
2446759926-271920.JPG,63482
2238505683-23807.JPG,20100
2238490866-243636.JPG,17302
2425495521-269134.JPG,63482
2427872588-47021.JPG,17182
2868483474-139379.JPG,17233
2901948403-70369.JPG,17266
2812994326-282163.JPG,63479
2427872472-344742.JPG,10108
2238587952-336861.JPG,10085
2425493242-343968.JPG,17277
2901934420-217436.JPG,63482
2238210250-158628.JPG,10061
2238480323-19663.JPG,17277
2874315318-66736.JPG,20021
2864899370-212031.JPG,17289
2238559562-331302.JPG,19985
2238556805-181318.JPG,20085
2413150538-44036.JPG,19985
2425493601-268806.JPG,20063
2883262304-141378.JPG,20090
2856932334-135986.JPG,11069
2632341306-281067.JPG,10107
2238579408-37464.JPG,17233
2816359305-207993.JPG,11101
2238566977-332715.JPG,20020
2382321399-117156.JPG,10116
2417208274-118948.JPG,10056
2446760013-49310.JPG,63482
2238189523-9444.JPG,20020
2816367346-282515.JPG,20032
2237913428-2838.JPG,10257
2238444448-16789.JPG,17250
2427872655-195531.JPG,10235
2868487365-213910.JPG,10065
2238524876-248923.JPG,10252
2238590912-337062.JPG,19911
2417207206-266904.JPG,10252
2238564151-256732.JPG,17233
2901934526-292272.JPG,10107
2812988302-357109.JPG,20089
2238569269-109719.JPG,17233
2238498461-244756.JPG,10227
2512875891-274884.JPG,63482
2238356672-310751.JPG,17242
2860302428-62264.JPG,17282
2238591338-39343.JPG,10056
2864910354-138189.JPG,20093
2351006515-190622.JPG,63483
2238552830-180611.JPG,20093
2984618372-370597.JPG,17277
2413147747-341223.JPG,10083
2452380439-125106.JPG,17325
2818071325-208404.JPG,19973
2237917307-300658.JPG,45233
2238574292-334068.JPG,19991
2421822188-44888.JPG,63479
2238195866-232191.JPG,40854
2238580357-335486.JPG,63728
2862687421-285851.JPG,20093
2238526325-175315.JPG,17277
2862692342-361024.JPG,17221
2575122908-56108.JPG,10059
2964207456-293862.JPG,10252
2874307375-214506.JPG,20024
2238554303-32386.JPG,10065
2421822276-267454.JPG,20093
2237969863-5148.JPG,47670
2238559680-181974.JPG,11772
2812984312-357060.JPG,20101
2238571619-110101.JPG,17226
2237942504-78201.JPG,17206
2238524924-100882.JPG,63478
2238523029-100497.JPG,11767
2238496400-170423.JPG,63479
2862684475-211106.JPG,17215
2238221303-11035.JPG,11759
2874312351-289519.JPG,19964
2351007469-116832.JPG,20032
2860298392-360138.JPG,10116
2238127123-6488.JPG,17225
2421822385-193387.JPG,63480
2446759026-271638.JPG,63479
2238521987-323893.JPG,20068
2238529226-249779.JPG,65830
2238523588-26628.JPG,19964
2238569144-109689.JPG,20056
2831357312-358980.JPG,10234
2238263029-85634.JPG,17234
2430667475-197080.JPG,63482
2458346865-199590.JPG,17233
2862684384-136758.JPG,63479
2238180039-83230.JPG,17221
2981236314-145580.JPG,17258
2351006712-340018.JPG,20056
2238350621-235228.JPG,17258
2898617440-216505.JPG,17289
2430666164-122718.JPG,11797
2238467283-17958.JPG,19919
2883259379-141204.JPG,17282
2901945367-368199.JPG,63482
2860301367-360235.JPG,17190
2237913594-77260.JPG,10065
2331571199-116132.JPG,11772
2238394254-88904.JPG,20077
2901935330-217490.JPG,63524
2449443388-50148.JPG,17289
2427873336-269694.JPG,17190
2238370374-87904.JPG,17190
2862701306-286432.JPG,10116
2238569826-257743.JPG,63524
2238536479-103305.JPG,17233
2862696368-63221.JPG,40854
2238507235-172226.JPG,63480
2238572677-333652.JPG,11767
2425495733-46666.JPG,10235
2542590675-201899.JPG,10079
